Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Intangible Assets,Deferred Long Term Liab,Other Current Assets,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-29,64.69000244140625,65.33999633789062,61.66999816894531,62.0099983215332,62.0099983215332,2622200,AI,1.0756329423263404,1.028866327430713,0.7071440035645673,1.0689163053254425,0.0067166370008979,-0.0516740092057927,-0.3637575235378978,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-30,61.630001068115234,63.59000015258789,59.75,63.09000015258789,63.09000015258789,2676400,AI,1.050245712093449,0.9594230247725558,0.7043905297072042,1.0517320513246775,-0.0014863392312287,-0.1156470570945612,-0.3617617712730647,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-31,65.33000183105469,68.9000015258789,65.0,65.91000366210938,65.91000366210938,3626100,AI,0.9344560268625052,0.910180524128147,0.6825974689534244,1.0518071453770457,-0.1173511185145405,-0.1539378203877849,-0.3920723290152492,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-01,69.25,71.16000366210938,67.3949966430664,68.9000015258789,68.9000015258789,3554800,AI,0.8599419258030879,0.8477503418555551,0.6420899956272165,1.0320601759921184,-0.1721182501890304,-0.2012602916838807,-0.4132870800809877,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-05,71.0,71.69999694824219,67.51000213623047,68.41000366210938,68.41000366210938,2524400,AI,0.8586463752961534,0.8551380919220988,0.64741994656636,1.0244191200348804,-0.165772744738727,-0.1760613729539066,-0.3954422105818634,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-06,67.5,69.7699966430664,66.80000305175781,68.79000091552734,68.79000091552734,1648900,AI,0.8190143829445825,0.8604448006824863,0.6547463340033315,1.0223156584391035,-0.203301275494521,-0.185320991164233,-0.3892702993636532,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-07,68.19000244140625,68.45999908447266,62.70000076293945,63.20000076293945,63.20000076293945,4987500,AI,0.8916138891435708,0.9099683168873808,0.7398733822318767,1.0394801739198338,-0.147866284776263,-0.1427309931446284,-0.3150318957352268,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-08,63.79999923706055,65.3499984741211,62.150001525878906,63.34999847412109,63.34999847412109,3563200,AI,0.846882443853496,0.870086823354884,0.7360694899963401,1.0265241325526298,-0.1796416886991337,-0.1653670587726319,-0.3320132171359599,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-09,62.06999969482422,62.29999923706055,60.060001373291016,61.02999877929688,61.02999877929688,4340400,AI,0.8970998049335168,0.8428641595214793,0.7422579082932507,1.0133233400901354,-0.1162235351566185,-0.1819288178359747,-0.3229035708609254,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-12,60.869998931884766,61.7400016784668,58.79999923706055,59.88999938964844,59.88999938964844,3111900,AI,0.8614126010745102,0.8722658575865023,0.7664051092612366,0.984967369755618,-0.1235547686811078,-0.1474906770314366,-0.2991400835107599,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-13,59.970001220703125,63.380001068115234,59.310001373291016,63.0099983215332,63.0099983215332,3297300,AI,0.7759085969208896,0.8036819669671788,0.7578162398344611,0.997144067833035,-0.2212354709121453,-0.2071726967056261,-0.3119261283962445,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-14,64.94999694824219,73.69999694824219,64.75,68.45999908447266,68.45999908447266,11721300,AI,0.7586911966303171,0.7480280422043936,0.6928133353705132,1.014155644047748,-0.2554644474174308,-0.2455906430985649,-0.3821616330389622,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-15,70.0999984741211,71.91999816894531,65.11000061035156,66.5,66.5,6223600,AI,0.8007518796992481,0.7992481432462993,0.7139849555223508,1.005262083611982,-0.204510203912734,-0.2093406144177539,-0.3549639196923735,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-04-16,65.83999633789062,67.16000366210938,63.209999084472656,66.79000091552734,66.79000091552734,2988000,AI,0.860008951030802,0.8089534067776302,0.6828866594572564,0.9951551066507538,-0.1351461556199518,-0.2069106574461811,-0.3836324213738308,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
