Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-30,16.049999237060547,16.540000915527344,15.779999732971191,16.489999771118164,16.489999771118164,1180000,HAYW,1.21164340931228,1.5524560786415236,1.3159491245686057,1.0517320513246775,0.1599113579876023,0.4773859967744065,0.2497968235883367,,,,164000000.0,,,,,,,,,,,,,,,,-1904700000.0,,,,,1100000.0,-3900000.0,149400000.0,147500000.0,1900000.0,100000.0,-10400000.0,45200000.0,-2000000.0,-600000.0,-97800000.0,15400000.0,400000.0,-6500000.0,-102500000.0,-25800000.0,1900000.0,-3900000.0
2021-03-31,16.5,16.959999084472656,16.40999984741211,16.8799991607666,16.8799991607666,1166700,HAYW,1.1836493208290504,1.476303395453617,1.3151659873620067,1.0518071453770457,0.1318421754520047,0.4121850509376852,0.240496189393333,,,,164000000.0,,,,,,,,,,,,,,,,-1904700000.0,,,,,1100000.0,-3900000.0,149400000.0,147500000.0,1900000.0,100000.0,-10400000.0,45200000.0,-2000000.0,-600000.0,-97800000.0,15400000.0,400000.0,-6500000.0,-102500000.0,-25800000.0,1900000.0,-3900000.0
2021-04-01,16.75,16.969999313354492,16.700000762939453,16.950000762939453,16.950000762939453,723600,HAYW,1.1439527148602822,1.4448376795748965,1.3061945954631888,1.0320601759921184,0.1118925388681637,0.3958270460354607,0.2508175197549847,,,,164000000.0,,,,,,,,,,,,,,,,-1904700000.0,,,,,1100000.0,-3900000.0,149400000.0,147500000.0,1900000.0,100000.0,-10400000.0,45200000.0,-2000000.0,-600000.0,-97800000.0,15400000.0,400000.0,-6500000.0,-102500000.0,-25800000.0,1900000.0,-3900000.0
2021-04-05,17.010000228881836,17.3799991607666,16.8700008392334,17.040000915527344,17.040000915527344,777800,HAYW,1.4149060630848809,1.4160796868724723,1.2992956690204065,1.0244191200348804,0.3904869430500004,0.3848802219964669,0.256433511872183,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-06,17.0,17.190000534057617,16.75,16.989999771118164,16.989999771118164,932300,HAYW,1.396703935368834,1.4302530644155087,1.2742789823537133,1.0223156584391035,0.3743882769297304,0.3844872725687893,0.2302623489867286,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-07,17.049999237060547,17.121999740600586,16.450000762939453,16.739999771118164,16.739999771118164,567400,HAYW,1.399641614428215,1.445639252916369,1.29390681861194,1.0394801739198338,0.3601614405083813,0.3929399428843598,0.2390015406448364,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-08,16.610000610351562,17.030000686645508,16.299999237060547,17.010000228881836,17.010000228881836,946600,HAYW,1.3885949748035995,1.3821281547641275,1.3251029166511086,1.0265241325526298,0.3620708422509697,0.3466742726366116,0.2570202095188085,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-09,17.0,17.059999465942383,16.719999313354492,16.889999389648438,16.889999389648438,1094500,HAYW,1.4061575404529574,1.3534636729686338,1.3546477198092337,1.0133233400901354,0.392834200362822,0.3286706956111798,0.2894862406550575,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-12,16.75,16.989999771118164,16.299999237060547,16.360000610351562,16.360000610351562,796000,HAYW,1.3948654549795787,1.3869192963049668,1.4040341354767762,0.984967369755618,0.4098980852239606,0.3671627616870279,0.3384889427047797,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-13,16.360000610351562,16.405000686645508,15.84000015258789,16.18000030517578,16.18000030517578,738700,HAYW,1.4134734491888463,1.3967861529792596,1.3912237209093976,0.997144067833035,0.4163293813558113,0.3859314893064547,0.3214813526786919,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-14,16.15999984741211,16.760000228881836,16.05500030517578,16.190000534057617,16.190000534057617,911100,HAYW,1.5157504697979778,1.4212476510101115,1.4070413795679024,1.014155644047748,0.5015948257502298,0.427628965707153,0.332066411158427,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-15,16.170000076293945,16.55500030517578,16.1299991607666,16.34000015258789,16.34000015258789,733600,HAYW,1.4773561300013334,1.4455324736023651,1.407588726145594,1.005262083611982,0.4720940463893512,0.4369437159383118,0.3386398509308697,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
2021-04-16,16.219999313354492,16.540000915527344,16.190000534057617,16.3700008392334,16.3700008392334,406000,HAYW,1.4502137174129737,1.4642637803601355,1.4636528928604926,0.9951551066507538,0.4550586107622199,0.4483997161363242,0.3971338120294054,1103800000.0,1052700000.0,1513600000.0,1206700000.0,19500000.0,2720300000.0,200000.0,14900000.0,154400000.0,287200000.0,919400000.0,-600000.0,7000000.0,13800000.0,234600000.0,2100000.0,3300000.0,142100000.0,548000000.0,-816500000.0,349100000.0,991800000.0,159400000.0,75000000.0,24400000.0,-4600000.0,-316000000.0,35700000.0,-300000.0,377700000.0,36900000.0,-101100000.0,-200000.0,-400000.0,-131800000.0,15100000.0,400000.0,-15400000.0,-210000000.0,-25800000.0,16100000.0,-4800000.0
