Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-09-24,45.95000076293945,46.68999862670898,43.459999084472656,44.5,44.5,732400,FOUR,1.196629213483146,1.5957303850838307,2.091685434405723,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-09-25,44.45000076293945,46.79999923706055,44.19300079345703,45.380001068115234,45.380001068115234,972600,FOUR,1.2289554681599295,1.6326574392689366,2.080431940061003,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-09-28,45.88999938964844,46.88999938964844,45.09999847412109,45.59000015258789,45.59000015258789,316400,FOUR,1.1456459611192065,1.6538714909742958,2.197411712434248,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-09-29,45.54999923706055,47.79999923706055,45.54999923706055,47.2400016784668,47.2400016784668,563700,FOUR,1.1170617820239743,1.5186281819390888,2.14648598482374,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-09-30,47.61000061035156,49.09999847412109,47.1150016784668,48.36000061035156,48.36000061035156,786200,FOUR,1.0527295120942308,1.5246071634902238,2.0758891257780454,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-01,49.54999923706055,50.5,48.369998931884766,49.68999862670898,49.68999862670898,1662400,FOUR,0.9623666938304238,1.3869993977399704,1.972630294869428,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-02,48.34999847412109,52.43999862670898,48.0,51.54999923706055,51.54999923706055,954400,FOUR,0.9757516970223088,1.363918498529214,1.855674201316711,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-05,51.7599983215332,53.29999923706055,51.09999847412109,52.209999084472656,52.209999084472656,725600,FOUR,1.0344761399851443,1.3738748250287984,1.9090212586996071,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-06,52.7400016784668,55.29999923706055,52.630001068115234,53.70000076293945,53.70000076293945,842800,FOUR,1.0567970054697928,1.3487895582147302,1.830912445026981,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-07,54.0099983215332,56.20000076293945,53.0099983215332,53.45000076293945,53.45000076293945,727100,FOUR,1.01964451304159,1.389709966679744,1.7687558384672355,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-08,54.540000915527344,55.04999923706055,52.51399993896485,53.459999084472656,53.459999084472656,712400,FOUR,1.173774804987335,1.3817808457096927,1.7702955669734837,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-09,54.27000045776367,56.09000015258789,53.560001373291016,55.709999084472656,55.709999084472656,741800,FOUR,1.0770059412318864,1.326512345006951,1.7743672607898553,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-12,57.59999847412109,62.59000015258789,57.54999923706055,60.04999923706055,60.04999923706055,1618900,FOUR,0.9796836399416152,1.1668609589520147,1.6209824741815504,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-13,60.5099983215332,62.27000045776367,57.66999816894531,58.20000076293945,58.20000076293945,1248200,FOUR,0.9946735159926592,1.2108247473697105,1.7036082513080577,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-14,60.13999938964844,60.79999923706055,54.38999938964844,57.0,57.0,1585300,FOUR,1.0412280434056331,1.2305263050815516,1.7721053006356224,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-15,54.970001220703125,58.75,54.310001373291016,58.43999862670898,58.43999862670898,534600,FOUR,1.0468857245526104,1.203285443998722,1.665811101330673,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-16,59.209999084472656,60.650001525878906,58.2599983215332,59.400001525878906,59.400001525878906,548100,FOUR,1.0053872001111783,1.1974746704750274,1.664983147900947,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-19,59.290000915527344,59.720001220703125,56.77000045776367,57.7599983215332,57.7599983215332,510800,FOUR,0.978358725132892,1.216759016994226,1.69234769460785,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-20,58.47999954223633,60.220001220703125,57.83000183105469,59.220001220703125,59.220001220703125,444300,FOUR,0.9442755321895512,1.1411685315438482,1.669874997487788,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-21,58.650001525878906,59.79999923706055,54.810001373291016,56.810001373291016,56.810001373291016,567600,FOUR,1.0103854979462346,1.1300826508767794,1.744939180727137,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-22,57.22999954223633,57.584999084472656,55.16999816894531,56.060001373291016,56.060001373291016,346500,FOUR,1.088654964043111,1.215126669244729,1.69621823061879,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-23,56.06999969482422,56.400001525878906,54.07600021362305,55.97999954223633,55.97999954223633,301400,FOUR,1.1416577415152116,1.1613076575175942,1.7011433393293178,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-26,55.4900016784668,55.92499923706055,51.630001068115234,53.25,53.25,437100,FOUR,1.1949295975232908,1.2739905415566315,1.580281718795848,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-27,53.5,55.93000030517578,53.5,55.77000045776367,55.77000045776367,450300,FOUR,1.1047157988999965,1.278465168845668,1.5664335645202652,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-28,53.95000076293945,54.42499923706055,51.27000045776367,52.22999954223633,52.22999954223633,680900,FOUR,1.1799732262734848,1.3919203060580652,1.6004211577734118,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-29,53.41999816894531,54.38999938964844,50.77000045776367,52.77000045776367,52.77000045776367,749600,FOUR,1.1006253804667117,1.4161455885668672,1.5836649416312287,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-10-30,52.18999862670898,52.18999862670898,47.060001373291016,50.90999984741211,50.90999984741211,1117300,FOUR,1.0970339548519974,1.5272048759189347,1.5725790178462045,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-02,51.65999984741211,51.790000915527344,47.36000061035156,47.81999969482422,47.81999969482422,654200,FOUR,1.2540778252492115,1.676913487100787,1.6321623494323343,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-03,48.0099983215332,50.86000061035156,47.04999923706055,50.29999923706055,50.29999923706055,419300,FOUR,1.2435387710895691,1.6017892826419973,1.6459244964466817,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-04,50.970001220703125,54.470001220703125,50.060001373291016,54.0099983215332,54.0099983215332,1072800,FOUR,1.1238659998020963,1.5087946749903962,1.585817518748768,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-05,54.59000015258789,58.61000061035156,53.07400131225586,56.75,56.75,1202100,FOUR,1.0891630197936744,1.443348082151707,1.5538326044964896,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-06,56.119998931884766,56.369998931884766,51.560001373291016,54.5,54.5,911700,FOUR,1.092293555583429,1.4902752517560207,1.61761474609375,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-09,58.0,64.3499984741211,57.09099960327149,62.75,62.75,1999300,FOUR,0.9789641482896538,1.2999203138617406,1.4580079340839764,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-10,62.0,62.345001220703125,57.02000045776367,60.0,60.0,1129400,FOUR,1.0381666819254558,1.3616666158040365,1.4849999745686848,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-11,61.0,61.79999923706055,58.0099983215332,58.83000183105469,58.83000183105469,700000,FOUR,1.0814209918705386,1.3693692852490855,1.574536705258459,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-12,58.619998931884766,60.33000183105469,57.5099983215332,57.88999938964844,57.88999938964844,297700,FOUR,1.084470537937557,1.4135429727727216,1.5987217831670433,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-13,59.04999923706055,60.25,57.88999938964844,59.34999847412109,59.34999847412109,348200,FOUR,1.090817178234616,1.347767479701761,1.5774221592845368,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-16,61.380001068115234,62.0,59.060001373291016,61.18000030517578,61.18000030517578,453700,FOUR,1.108041853177179,1.3280483751996044,1.5491990569878855,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-17,61.310001373291016,61.79999923706055,59.27999877929688,59.720001220703125,59.720001220703125,358500,FOUR,1.1841928964359538,1.3884795122910922,1.5621232251948869,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-18,60.459999084472656,60.84000015258789,56.369998931884766,56.5099983215332,56.5099983215332,691500,FOUR,1.2341178541000777,1.3247213384153662,1.6853654343054227,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
2020-11-19,56.310001373291016,57.869998931884766,55.29999923706055,55.91999816894531,55.91999816894531,419800,FOUR,1.300429248960304,1.3680257958678477,1.6659514791229908,209200000.0,,773900000.0,-32900000.0,,26400000.0,53500000.0,784000000.0,2200000.0,-182400000.0,8900000.0,421300000.0,31700000.0,3700000.0,129900000.0,5300000.0,15400000.0,106400000.0,-663400000.0,85900000.0,635100000.0,8500000.0,58100000.0,149500000.0,13400000.0,-98800000.0,85800000.0,71000000.0,3300000.0,566300000.0,-56600000.0,-1100000.0,-200000.0,26700000.0,52600000.0,-8500000.0,-1700000.0,-21000000.0,-6100000.0,22700000.0,-8200000.0
