Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-07-06,21.68000030517578,22.420000076293945,21.40999984741211,21.799999237060547,21.799999237060547,4550700,NVST,1.0555046345948609,1.1986238566625702,1.6504587523594692,1.060100399776527,-0.0045957651816661,0.0840527114880989,0.2684615188829324,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-07,21.729999542236328,21.96999931335449,20.940000534057617,21.059999465942383,21.059999465942383,1429800,NVST,1.078347562220911,1.2649572680535852,1.701804418872246,1.0770138498901505,0.0013337123307606,0.117442412481868,0.2997568429852029,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-08,21.040000915527344,21.299999237060547,19.93000030517578,20.280000686645508,20.280000686645508,1716800,NVST,1.1523668662705062,1.3081853939046293,1.735206974124108,1.077606770930481,0.0747600953400251,0.1660463435266599,0.3361592651930851,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-09,20.229999542236328,20.309999465942383,19.43000030517578,19.709999084472656,19.709999084472656,2165200,NVST,1.1608320762831106,1.3607306413297986,1.8143074572593247,1.1044879116126745,0.0563441646704361,0.1933500156692476,0.4054949101459584,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-10,19.709999084472656,20.229999542236328,19.479999542236328,20.190000534057617,20.190000534057617,1052500,NVST,1.1461118760554068,1.2768697377277611,1.793462017169916,1.085711270031918,0.0604006060234887,0.1347534705329096,0.3965162741345498,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-13,20.36000061035156,20.93000030517578,20.15999984741211,20.270000457763672,20.270000457763672,1326700,NVST,1.1504686318787112,1.2821903889579669,1.8100640255612936,1.102834219482497,0.0476344123962142,0.130638116102753,0.3879060700048824,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-14,20.280000686645508,21.065000534057617,20.21999931335449,20.82999992370605,20.82999992370605,1264900,NVST,1.1569851401699804,1.2606817246790316,1.7455593251813335,1.0836330203006346,0.0733521198693458,0.1211419036579659,0.3519791813949657,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-15,21.200000762939453,22.14999961853028,21.200000762939453,21.850000381469727,21.850000381469727,4035300,NVST,1.0915331791799938,1.2306635661413066,1.674141931003214,1.0561175899815567,0.0354155891984371,0.1232430629809295,0.3168019166065905,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-16,21.729999542236328,21.8700008392334,21.309999465942383,21.809999465942383,21.809999465942383,1268000,NVST,1.0889500495901911,1.198991300268717,1.674002715064058,1.0603047606893516,0.0286452889008395,0.1016293473431582,0.3143152551933568,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-17,21.90999984741211,22.14999961853028,21.834999084472656,21.90999984741211,21.90999984741211,1973500,NVST,1.0807850511223411,1.1944317781172875,1.674577767331322,1.0508986066031938,0.0298864445191473,0.0962779143495116,0.3097846202733609,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-20,21.86000061035156,22.229999542236328,21.18000030517578,21.290000915527344,21.290000915527344,1445700,NVST,1.1000469266872197,1.2376702324259643,1.662752466114775,1.0499296408975316,0.0501172857896881,0.1430499473881865,0.2751614628902121,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-21,21.540000915527344,21.88999938964844,21.395000457763672,21.489999771118164,21.489999771118164,1050800,NVST,1.0577012463622584,1.282456945531572,1.689623162401818,1.035121986103813,0.0225792602584453,0.1844824581502648,0.3420695783443823,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-22,21.59000015258789,22.520000457763672,21.59000015258789,22.32999992370605,22.32999992370605,1590300,NVST,1.0192566191959227,1.2377966629684207,1.5915808793979105,1.0249122036135947,-0.0056555844176719,0.1420006547740404,0.2456664003222453,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-23,22.14999961853028,23.020000457763672,22.14999961853028,22.549999237060547,22.549999237060547,2444500,NVST,1.032372570921653,1.1702882608650789,1.597339320462832,1.042919681119605,-0.0105471101979524,0.0973796460238853,0.2501222878981468,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-24,22.32999992370605,22.527000427246094,21.88999938964844,22.239999771118164,22.239999771118164,656000,NVST,1.0589028542906551,1.171312927389964,1.6389389000927517,1.0525520783774,0.006350775913255,0.1001896855635009,0.2921415421850106,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-27,22.209999084472656,22.36000061035156,21.850000381469727,22.26000022888184,22.26000022888184,2252300,NVST,1.04312664306387,1.10062891950072,1.6558850059006989,1.045546571033957,-0.0024199279700873,0.0675576635226431,0.3095202298162576,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-28,22.350000381469727,22.530000686645508,21.920000076293945,21.940000534057617,21.940000534057617,1065100,NVST,1.0733818898729617,1.136280751975223,1.729261517920861,1.059971727560168,0.0134101623127937,0.0839413412581016,0.3618368810240875,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-29,22.14999961853028,23.01000022888184,22.100000381469727,22.739999771118164,22.739999771118164,2160700,NVST,1.0523307188230064,1.161829390598751,1.6578716421458293,1.0491737417135036,0.0031569771095028,0.1377678236306303,0.3027635395024095,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-30,22.26000022888184,22.979999542236328,22.06999969482422,22.59000015258789,22.59000015258789,1744800,NVST,1.061974307617253,1.19610448318958,1.72952631389639,1.0469317050835845,0.0150426025336685,0.1464687473927044,0.347566404697506,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-07-31,22.26000022888184,23.489999771118164,20.96999931335449,21.8700008392334,21.8700008392334,3494300,NVST,1.098765421331727,1.2313671363407113,1.7800639602783106,1.0584584032817186,0.0403070180500084,0.1547084900620512,0.3928704245570904,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-03,21.8700008392334,22.459999084472656,21.75,22.1299991607666,22.1299991607666,1270900,NVST,1.1152282531004327,1.209218311961059,1.7596023544250357,1.0645312650354448,0.0506969880649879,0.1370134440594175,0.3836155334801221,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-04,22.09000015258789,23.13999938964844,22.0,22.84000015258789,22.84000015258789,2032900,NVST,1.0595446848189916,1.2079684749678865,1.7416811958641605,1.02982774469698,0.0297169401220116,0.1147251774522939,0.3691339477430537,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-05,23.0,23.13999938964844,22.799999237060547,23.01000022888184,23.01000022888184,851900,NVST,1.0382442047811038,1.1868752366053106,1.7535853138964477,1.0154342721529666,0.0228099326281372,0.108682311402535,0.3888564949970261,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-06,22.809999465942383,23.280000686645508,22.645000457763672,22.709999084472656,22.709999084472656,1219400,NVST,1.0303831158905414,1.304271335681615,1.7124615128777534,0.9945470827091798,0.0358360331813616,0.1897121229238232,0.349022652987885,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-07,22.729999542236328,23.38999938964844,22.690000534057617,23.3700008392334,23.3700008392334,811500,NVST,1.0423619912523134,1.2939665676156695,1.6311509440722471,1.000982312548244,0.0413796787040694,0.1822427674415232,0.2837470648844209,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-10,23.479999542236328,24.0,22.82999992370605,22.8799991607666,22.8799991607666,1616600,NVST,1.0865385280686617,1.2902098575415593,1.6481643561043369,0.9799638681285404,0.1065746599401211,0.1874793735885753,0.3271012372423951,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-11,23.239999771118164,23.549999237060547,23.07999992370605,23.13999938964844,23.13999938964844,1168600,NVST,1.07994816033994,1.2618842494871425,1.6555748653316211,0.9825449744444564,0.0974031858954834,0.1731905942686777,0.3135266991235237,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-12,23.280000686645508,23.71999931335449,23.030000686645508,23.31999969482422,23.31999969482422,1114500,NVST,1.105917720970268,1.2770154835488725,1.6423670556720067,0.9960166142981388,0.109901106672129,0.1717017837972081,0.3121978081970398,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-13,23.270000457763672,24.15999984741211,23.1299991607666,24.100000381469727,24.100000381469727,1601900,NVST,1.0817427088038225,1.2078838236340437,1.5626555705936231,1.000064240707307,0.0816784680965154,0.0790297757447271,0.2290020147431846,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-14,23.82999992370605,24.309999465942383,23.559999465942383,23.850000381469727,23.850000381469727,584100,NVST,1.0708595600430542,1.20587001127375,1.6419286885142983,1.005359460743004,0.0655000993000503,0.0773076989422778,0.2797797286128927,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-17,23.89999961853028,24.01000022888184,23.53499984741211,23.75,23.75,742800,NVST,1.079578921669408,1.20673683568051,1.5974736263877465,0.999910744389532,0.0796681772798759,0.0902915309581877,0.2674497940067677,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-18,23.790000915527344,23.90999984741211,23.61000061035156,23.68000030517578,23.68000030517578,924000,NVST,1.0299830690592295,1.227618214534834,1.6275338014714291,0.9949555639278014,0.0350275051314281,0.0954254618871011,0.2944842513391066,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-19,23.739999771118164,23.96999931335449,23.350000381469727,23.420000076293945,23.420000076293945,966800,NVST,1.002561890083131,1.2374039046895773,1.6853117460343314,0.9768858377185572,0.0256760523645737,0.1030219216306111,0.308177429495913,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-08-20,23.280000686645508,23.34000015258789,22.46999931335449,22.729999542236328,22.729999542236328,838100,NVST,1.0417950190088734,1.2859656898770218,1.7325121804309886,0.9875636487882484,0.0542313702206249,0.1270924007022842,0.360827739560877,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
