Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock,Other Cashflows From Investing Activities
2020-09-23,41.83000183105469,42.470001220703125,41.40999984741211,41.77999877929688,41.1255989074707,744200,RPRX,0.933700367569136,1.1829119077948458,1.029492722683942,1.1048641288809902,-0.1711637613118541,-0.0964343422062046,-0.4411473239171637,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-24,41.52000045776367,41.56499862670898,38.90999984741211,40.22999954223633,39.59988021850586,2782600,RPRX,0.9637086329268516,1.2372197862780494,1.0643999910990127,1.0795772912172472,-0.1158686582903956,-0.0320775891509341,-0.4120956803060625,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-25,39.9900016784668,41.20000076293945,39.900001525878906,40.06999969482422,39.4423828125,882400,RPRX,0.9450961470016588,1.238152231269653,1.0450197996360395,1.0516507496657936,-0.1065546026641348,-0.0216678035959774,-0.3999336996002987,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-28,40.18000030517578,41.25,40.18000030517578,41.209999084472656,40.56452941894531,389900,RPRX,0.8764861646147718,1.2190014282828594,1.0251551945748574,1.0001758008813186,-0.1236896362665468,-0.0170786348996159,-0.3927858601960636,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-29,41.29999923706055,42.18999862670898,40.709999084472656,42.0099983215332,41.35200119018555,664800,RPRX,0.8650320257626742,1.1188561554195735,1.0145049265330397,1.0177523484754358,-0.1527203227127616,-0.1034461247974427,-0.4195952696859482,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-30,41.79999923706055,43.470001220703125,41.560001373291016,42.06999969482422,41.41106033325195,762500,RPRX,0.8723555387368858,1.167838973600963,0.9871988449160304,1.0045339769584258,-0.13217843822154,-0.0657443000010356,-0.4402942250714731,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-01,42.52999877929688,42.9900016784668,42.0099983215332,42.59000015258789,41.92291641235352,776100,RPRX,0.8823667239589725,1.1267144811285257,0.979875959988866,1.0149206669190165,-0.1325539429600439,-0.1282297253495474,-0.4352194859701506,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-02,41.540000915527344,42.79999923706055,41.540000915527344,42.470001220703125,41.8047981262207,855800,RPRX,0.8975746328752481,1.1660565220323214,0.9990101175512784,1.0320563943288297,-0.1344817614535813,-0.0997015878718836,-0.4136845515404357,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-05,42.310001373291016,43.869998931884766,42.310001373291016,43.400001525878906,42.72023010253906,1931500,RPRX,0.9281104884679252,1.18570412395842,0.9666941754386968,1.0169315507029275,-0.0888210622350025,-0.0569288877384628,-0.4270270295214202,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-06,43.20000076293945,44.16999816894531,43.11000061035156,43.79999923706055,43.11396026611328,1111000,RPRX,0.9162101867039176,1.1760217114286893,0.962925539454468,1.0491302463111982,-0.1329200596072806,-0.0776783114335228,-0.4477377205113924,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-07,43.900001525878906,44.619998931884766,43.79999923706055,44.59000015258789,43.89158630371094,1072500,RPRX,0.9024446206629704,1.11286828445471,0.9436063152207962,1.0272682070512942,-0.1248235863883238,-0.1311206621655367,-0.4327848736079503,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-08,44.5,44.90999984741211,43.7400016784668,44.09999847412109,43.40925979614258,854500,RPRX,0.9290250334000412,1.1372961165086937,0.9465530797241384,1.0483293009850092,-0.119304267584968,-0.0831149432707933,-0.3870188161783827,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-09,44.59999847412109,44.59999847412109,43.93999862670898,44.08000183105469,43.38957977294922,516200,RPRX,0.9210524973892942,1.166957438678961,0.9776039319456342,1.0518465726367494,-0.1307940752474552,-0.0594936663319072,-0.3766214229644302,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-12,44.09999847412109,44.63999938964844,43.93000030517578,44.40999984741211,43.71440887451172,423400,RPRX,0.9076784528429328,1.1741065686283922,0.98009305840497,1.0451976788667212,-0.1375192260237884,-0.0315706719846193,-0.3584595833254197,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-13,44.130001068115234,44.970001220703125,44.0099983215332,44.810001373291016,44.1081428527832,518100,RPRX,0.90716360430125,1.161385871880104,0.980336055163658,1.0383629693531184,-0.1311993650518684,-0.0637027004062424,-0.3907846569785242,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-14,42.880001068115234,44.310001373291016,42.459999084472656,42.790000915527344,42.11978530883789,1369600,RPRX,0.9843420913323968,1.1810272365520142,1.0579242814960246,1.0653468080457866,-0.0810047167133898,-0.0554781736290361,-0.3268234056486954,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-15,42.18000030517578,43.20000076293945,41.27000045776367,42.47999954223633,41.81463623046875,2168600,RPRX,0.9846988392782856,1.191299860164562,1.0592421298776369,1.0811920070010823,-0.0964931677227969,-0.0310937703808484,-0.320026029511586,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-16,44.25,44.4900016784668,41.5,41.810001373291016,41.15513229370117,7401200,RPRX,1.0090886920983326,1.2281547760125044,1.086335345060991,1.0838882900645634,-0.0747995979662308,0.0020991499610658,-0.2963916908020823,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-19,42.400001525878906,42.75,40.11000061035156,40.27000045776367,39.639251708984375,3108600,RPRX,1.0111745601467088,1.2835960494233962,1.108117721239296,1.085679938850043,-0.0745053787033345,0.0447303998445582,-0.2945044284066456,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-20,40.91999816894531,41.4900016784668,40.04999923706055,40.09000015258789,39.46207046508789,2299900,RPRX,1.0384975173385134,1.3224069805490617,1.1055552360159673,1.0883390164590112,-0.0498414991204978,0.093727061119301,-0.2749138937478039,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-21,39.9900016784668,40.18000030517578,38.09999847412109,39.0,38.38914489746094,4614400,RPRX,1.0389553955667838,1.2947695847680585,1.1323214703774558,1.0914123806642604,-0.0524569850974765,0.0753524109104009,-0.2594094075447062,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-22,39.15999984741211,39.380001068115234,38.20000076293945,39.209999084472656,38.59585952758789,1544900,RPRX,1.0290392860097377,1.24559817262329,1.0908044764838714,1.094738791139384,-0.0656995051296462,0.0417231647489373,-0.2732902727459982,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-23,39.4900016784668,40.09999847412109,38.79999923706055,39.0099983215332,38.39898681640625,875700,RPRX,1.0183630861079365,1.20953105404456,1.0796128456961926,1.1082827557993673,-0.0899196696914308,0.0243342059372992,-0.2769618256928543,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-26,39.0,39.369998931884766,38.12200164794922,38.77000045776367,38.16274642944336,2020300,RPRX,1.060652120348236,1.2097698601628226,1.0665498816239485,1.131753622338089,-0.0711015019898531,-0.0199473445190214,-0.3268704846292651,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-27,38.79999923706055,39.15999984741211,37.64500045776367,37.869998931884766,37.2768440246582,1151300,RPRX,1.102556298922799,1.2364002664374107,1.0897691247588366,1.148785200454681,-0.0462289015318819,-0.0144903099380797,-0.3393403578888674,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-28,37.470001220703125,37.47999954223633,35.51100158691406,36.119998931884766,35.55424880981445,1798800,RPRX,1.183762747532733,1.3368739078314047,1.1570699244329574,1.1717206663972943,0.0120420811354386,0.0383120753097745,-0.302198103151589,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-29,36.16999816894531,36.84000015258789,34.79999923706055,36.34000015258789,35.77080535888672,1550600,RPRX,1.1815677167636656,1.3011607424127412,1.1553315725903377,1.1675292886158797,0.0140384281477861,0.002134346183042,-0.2733224767684725,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-10-30,36.16999816894531,36.76499938964844,35.18000030517578,36.70000076293945,36.12516784667969,1158600,RPRX,1.1426286769286915,1.2864829087573004,1.1138067006575294,1.1783167979264215,-0.0356881209977302,-0.0343850316721641,-0.2848451502863622,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-02,38.540000915527344,38.709999084472656,37.04999923706055,37.58000183105469,36.99138641357422,1216200,RPRX,1.1294933418032458,1.29161262113195,1.0770031566235987,1.166155805005939,-0.0366624632026932,-0.0228264689565287,-0.3127893341253964,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-03,38.08000183105469,38.34999847412109,37.36000061035156,38.119998931884766,37.522926330566406,1367200,RPRX,1.1313975322297465,1.2833213540305863,1.0762801672561433,1.1598423641651217,-0.0284448319353751,-0.0019925955488278,-0.3086416682243236,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-04,38.970001220703125,41.880001068115234,38.77000045776367,40.27999877929688,39.64909362792969,3070000,RPRX,1.0652448408527724,1.1913300580386024,1.0378211105650577,1.152631411002053,-0.0873865701492806,-0.0912498014585967,-0.349386448850834,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-05,41.61000061035156,41.709999084472656,39.77999877929688,40.130001068115234,39.50144958496094,1398700,RPRX,1.1017409059988792,1.1832773092364048,1.0424531253681772,1.1314046287997348,-0.0296637228008556,-0.0699070016240626,-0.2997649381026686,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-06,39.95000076293945,41.18000030517578,39.902000427246094,40.2400016784668,39.60972595214844,1319000,RPRX,1.1149420250606443,1.1967542200801815,1.0056705611967969,1.13153473850806,-0.0165927134474155,-0.0693043986149613,-0.3314475333371653,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-09,42.86000061035156,42.86000061035156,40.400001525878906,40.970001220703125,40.32828903198242,2039800,RPRX,1.107325333511669,1.1639164461669274,1.00231738738622,1.0952501884521426,0.0120751450595264,-0.0551130470465242,-0.2900799898796518,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-11-10,41.08000183105469,41.459999084472656,39.43999862670898,40.59999847412109,39.96408081054688,1261400,RPRX,1.048443521900388,1.171309953166868,1.0139432229411327,1.0839984978705262,-0.0355549759701381,-0.0387179502779098,-0.2734702816218404,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
