Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Common Stock,Treasury Stock,Other Stockholder Equity,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Effect Of Exchange Rate
2021-03-23,136.1999969482422,139.89999389648438,131.35000610351562,131.75999450683594,131.75999450683594,1886600,DASH,1.1593048449320864,1.341226537555256,1.5621585489697016,1.0693935085724935,0.0899113363595927,0.249101190915743,0.4768568186823712,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-24,131.77000427246094,132.5399932861328,124.9000015258789,125.52999877929688,125.52999877929688,2164600,DASH,1.2252051664731107,1.3988688585287916,1.640882639453275,1.0856410250000772,0.1395641414730335,0.3025651158180669,0.5596694725560043,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-25,124.87999725341795,132.77000427246094,121.0,131.75,131.75,3016600,DASH,1.230588272355313,1.3959013560691411,1.5483112371397654,1.0730788964453477,0.1575093759099655,0.3149408242518563,0.4686237128972847,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-26,131.6300048828125,136.99000549316406,129.57000732421875,134.00999450683594,134.00999450683594,2038400,DASH,1.2122229953524513,1.3307216561519817,1.4751138032894813,1.054404908622988,0.1578180867294631,0.2678636285615499,0.4236893390523764,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-29,133.52999877929688,138.52000427246094,129.66000366210938,129.97999572753906,129.97999572753906,2302600,DASH,1.1548700226533977,1.3893676125089207,1.5348515660685749,1.0689163053254425,0.0859537173279552,0.3088272758724149,0.4639500389661097,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-30,128.2100067138672,132.0,126.16000366210938,130.60000610351562,130.60000610351562,1447100,DASH,1.0962480205051943,1.4005359503362655,1.5716691034772514,1.0517320513246775,0.0445159691805165,0.3254658684691485,0.5055168024969825,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-31,130.9600067138672,132.8300018310547,127.63999938964844,131.1300048828125,131.1300048828125,2939200,DASH,1.0712269960352516,1.3938076524575571,1.562723942183004,1.0518071453770457,0.0194198506582059,0.3296893079416252,0.4880541442143302,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-01,136.8800048828125,140.89999389648438,130.94000244140625,133.13999938964844,133.13999938964844,2191000,DASH,1.015622666671098,1.3906413906058626,1.5353762889144107,1.0320601759921184,-0.0164375093210205,0.3416307570664267,0.4799992132062065,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-05,133.88999938964844,134.72999572753906,130.5399932861328,133.5500030517578,133.5500030517578,1459500,DASH,0.961362758935246,1.3370272817544762,1.4623736322646774,1.0244191200348804,-0.0630563610996344,0.3058278168784707,0.4195114751164539,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-06,131.75,135.5,130.50999450683594,131.08999633789062,131.08999633789062,1755200,DASH,0.9365321540372996,1.3748569743108985,1.5180410829142763,1.0223156584391035,-0.0857835044018039,0.3290911824641791,0.4740244495472916,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-07,131.19000244140625,134.7100067138672,127.25,127.5,127.5,1866700,DASH,0.9795294069776348,1.3896470013786764,1.6111372405407476,1.0394801739198338,-0.059950766942199,0.3369476913466671,0.556231962573644,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-08,129.02000427246094,130.4499969482422,126.13999938964844,128.13999938964844,128.13999938964844,1879800,DASH,0.9399874943184412,1.377321728842005,1.6577961111879171,1.0265241325526298,-0.0865366382341885,0.3418678467144891,0.5897134040556171,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-09,126.3000030517578,141.0,122.05999755859376,140.5,140.5,6671800,DASH,0.8864057004663868,1.2051957425697843,1.523629945368105,1.0133233400901354,-0.1269176396237485,0.1804027652123303,0.4584684662139289,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-12,138.0,149.00999450683594,136.27999877929688,147.8300018310547,147.8300018310547,5730100,DASH,0.7643238616265354,1.1319082713824578,1.4568760904387994,0.984967369755618,-0.2206435081290826,0.1121517367645188,0.3913308976668028,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-13,146.83999633789062,150.36000061035156,143.5500030517578,149.4600067138672,149.4600067138672,2823500,DASH,0.7727150587171366,1.1197644392640294,1.4273383664398132,0.997144067833035,-0.2244290091158983,0.1089097755912245,0.3575959982091075,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-14,150.00999450683594,153.27499389648438,143.11000061035156,143.64999389648438,143.64999389648438,2235100,DASH,0.9820397724894804,1.2217195089229662,1.5014270925148971,1.014155644047748,-0.0321158715582675,0.2281008236200077,0.4264521241054217,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-15,145.0,154.8800048828125,144.8699951171875,151.5,151.5,3338700,DASH,0.883102265915068,1.1720131852052391,1.4443564839882426,1.005262083611982,-0.122159817696914,0.1634244275411858,0.3754076087735183,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
2021-04-16,151.2899932861328,151.2899932861328,148.25,149.49000549316406,149.49000549316406,921300,DASH,0.926884691063376,1.197538281451513,1.4303966417395897,0.9951551066507538,-0.0682704155873777,0.1816742172277017,0.3638775609085025,70000000.0,6278000000.0,1347000000.0,4555000000.0,27000000.0,534000000.0,5902000000.0,144000000.0,-1723000000.0,13000000.0,316000000.0,35000000.0,4007000000.0,1094000000.0,456000000.0,5025000000.0,4169000000.0,467000000.0,282000000.0,75000000.0,,,,,47000000.0,0.0,-7000000.0,-496000000.0,113000000.0,13000000.0,-110000000.0,-337000000.0,-166000000.0,166000000.0,22000000.0,-8000000.0,-7000000.0,141000000.0,-32000000.0,-333000000.0,-10000000.0,
