Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Capital Surplus,Treasury Stock,Other Stockholder Equity,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-02-05,189.57000732421875,190.9160003662109,180.2449951171875,181.22999572753903,181.22999572753903,1521400,DASH,0.7491585690736174,0.6234619021546441,1.0355349698903495,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-08,183.4499969482422,185.4900054931641,174.2100067138672,177.42999267578125,177.42999267578125,1998000,DASH,0.8170546536943591,0.6509045969178672,1.0476244860274102,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-09,177.7100067138672,192.27999877929688,177.60000610351562,187.75,187.75,2137000,DASH,0.7564846805821405,0.7513715436709387,1.0206658049683754,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-10,190.66000366210932,215.67999267578125,190.0,215.16000366210932,215.16000366210932,3996900,DASH,0.6538854807901381,0.6218162809489385,0.8461609707188126,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-11,208.5,222.0,208.5,213.259994506836,213.259994506836,1949000,DASH,0.6267467274919439,0.6497233476865361,0.863171746096777,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-12,213.02999877929688,213.5399932861328,202.509994506836,202.97000122070312,202.97000122070312,1376300,DASH,0.6592107318670603,0.6907424550675012,0.90200522604313,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-16,205.6000061035156,226.47000122070312,205.0,212.1699981689453,212.1699981689453,2663400,DASH,0.6156383854666307,0.6457086354448217,0.8834896477633976,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-17,213.82000732421875,213.82000732421875,194.08999633789065,197.8699951171875,197.8699951171875,2013900,DASH,0.6824177596978563,0.695254514171002,0.9513822441270589,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-18,194.3000030517578,201.41000366210932,188.91000366210932,200.0599975585937,200.0599975585937,1728200,DASH,0.6793462227365266,0.7020894153151689,0.9547135975749464,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-19,200.07000732421875,209.16000366210932,199.22999572753903,205.97000122070312,205.97000122070312,1879200,DASH,0.6397047809192907,0.661601220880916,0.9124629864910416,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-22,198.0,201.9900054931641,176.36000061035156,178.07000732421875,178.07000732421875,3149200,DASH,0.7049474567086398,0.7966529722889365,1.0821586399858234,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-23,175.9600067138672,185.4600067138672,165.5500030517578,173.5,173.5,3005400,DASH,0.7593659942363112,0.8808069586410303,1.1031699936396795,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-24,174.36000061035156,180.5500030517578,173.52000427246094,176.32000732421875,176.32000732421875,1984000,DASH,0.7600385035171715,0.8523139322638565,1.0877948904520762,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-25,174.41000366210938,182.55499267578125,163.72999572753906,166.8699951171875,166.8699951171875,4005800,DASH,0.7789297029478441,0.8945287267949721,1.148918360584024,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-02-26,155.5,172.97000122070312,155.02000427246094,169.49000549316406,169.49000549316406,7579900,DASH,0.7705469459600851,0.8840049381973599,1.1414242754371136,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-01,171.44000244140625,173.7899932861328,164.1999969482422,168.88999938964844,168.88999938964844,4143200,DASH,0.7764225552531424,0.8236722192733802,1.1671501914237636,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-02,168.0,170.8000030517578,155.22000122070312,160.58999633789062,160.58999633789062,5311700,DASH,0.8290678275470795,0.8954480747928676,1.2511364515271426,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-03,156.69000244140625,161.33999633789062,144.55999755859375,148.25,148.25,4070500,DASH,0.9008431909056176,0.9612141652613828,1.4012816559403989,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-04,147.32000732421875,152.47000122070312,138.82000732421875,150.0,150.0,4366800,DASH,0.8739333089192708,0.9117332967122396,1.4024666341145833,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-05,150.5,160.0,138.4499969482422,151.47999572753906,151.47999572753906,6175800,DASH,0.8416952970432419,0.9042777897480234,1.3773435785205643,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-08,146.41000366210938,150.39999389648438,130.02999877929688,133.41000366210938,133.41000366210938,6886100,DASH,0.960497682873854,1.0857507092974872,1.5240986151685696,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-09,132.91000366210938,147.21299743652344,130.0,141.47999572753906,141.47999572753906,20400000,DASH,0.9930732558868156,1.089624033909284,1.4832486036233907,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-10,143.13999938964844,147.73500061035156,134.0399932861328,135.77000427246094,135.77000427246094,5398500,DASH,1.0888266714228862,1.169846039868404,1.6314354646074662,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-11,140.0,147.72999572753906,139.55999755859375,144.97000122070312,144.97000122070312,3612400,DASH,1.0309719628568428,1.0943642999281953,1.537628487170597,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-12,139.47999572753906,145.4600067138672,136.5500030517578,142.02999877929688,142.02999877929688,3255200,DASH,1.011406006696549,1.136802141107971,1.5512216378075043,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-15,143.77999877929688,144.0399932861328,138.02999877929688,140.69000244140625,140.69000244140625,2107900,DASH,1.0768355773047615,1.169379496890543,1.5733882775539954,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-16,140.7899932861328,141.99000549316406,133.08999633789062,133.66000366210938,133.66000366210938,2477500,DASH,1.1184348451094817,1.251907805225433,1.6284602551137946,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-17,133.0,136.2449951171875,127.6999969482422,133.8000030517578,133.8000030517578,3286900,DASH,1.096188302119911,1.2945441163171305,1.6218235803481855,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-18,131.45599365234375,134.6699981689453,129.31399536132812,130.6199951171875,130.6199951171875,2983100,DASH,1.105114159390452,1.3702342858531324,1.68825610561858,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-19,132.0800018310547,136.6199951171875,127.12999725341795,135.02999877929688,135.02999877929688,2259400,DASH,1.061393828185333,1.2888247082320168,1.605050712336736,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-22,136.0,139.47999572753906,133.44000244140625,135.91000366210938,135.91000366210938,1957900,DASH,1.0592303938992689,1.2898241360332627,1.5180634373107529,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-23,136.1999969482422,139.89999389648438,131.35000610351562,131.75999450683594,131.75999450683594,1886600,DASH,1.1593048449320864,1.341226537555256,1.5621585489697016,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-24,131.77000427246094,132.5399932861328,124.9000015258789,125.52999877929688,125.52999877929688,2164600,DASH,1.2252051664731107,1.3988688585287916,1.640882639453275,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-25,124.87999725341795,132.77000427246094,121.0,131.75,131.75,3016600,DASH,1.230588272355313,1.3959013560691411,1.5483112371397654,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-26,131.6300048828125,136.99000549316406,129.57000732421875,134.00999450683594,134.00999450683594,2038400,DASH,1.2122229953524513,1.3307216561519817,1.4751138032894813,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-29,133.52999877929688,138.52000427246094,129.66000366210938,129.97999572753906,129.97999572753906,2302600,DASH,1.1548700226533977,1.3893676125089207,1.5348515660685749,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-30,128.2100067138672,132.0,126.16000366210938,130.60000610351562,130.60000610351562,1447100,DASH,1.0962480205051943,1.4005359503362655,1.5716691034772514,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-03-31,130.9600067138672,132.8300018310547,127.63999938964844,131.1300048828125,131.1300048828125,2939200,DASH,1.0712269960352516,1.3938076524575571,1.562723942183004,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-01,136.8800048828125,140.89999389648438,130.94000244140625,133.13999938964844,133.13999938964844,2191000,DASH,1.015622666671098,1.3906413906058626,1.5353762889144107,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-05,133.88999938964844,134.72999572753906,130.5399932861328,133.5500030517578,133.5500030517578,1459500,DASH,0.961362758935246,1.3370272817544762,1.4623736322646774,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-06,131.75,135.5,130.50999450683594,131.08999633789062,131.08999633789062,1755200,DASH,0.9365321540372996,1.3748569743108985,1.5180410829142763,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
